iso,year,pm25,death_rate
NOR,1997,11.5784073770308,10.1
NOR,1998,11.4502087078486,10.0
NOR,1999,11.3220100386663,10.1
NOR,2000,11.1772507463387,9.8
NOR,2001,9.70581791613243,9.7
NOR,2002,10.0131694740813,9.8
NOR,2003,10.8244506964839,9.3
NOR,2004,9.29581153774881,9.0
NOR,2005,9.14710097228594,8.9
NOR,2006,8.4325156759703,8.9
NOR,2007,7.84465896835535,8.9
NOR,2008,7.54082686195378,8.7
NOR,2009,7.67889479982363,8.6
NOR,2010,7.8188404989614,8.5
NOR,2011,8.33134144870997,8.4
NOR,2012,6.94681114643302,8.4
NOR,2013,7.07155480202815,8.1
NOR,2014,7.15094713440871,7.9
NOR,2015,6.22560099325305,7.8
NOR,2016,6.37541015422384,7.8
NOR,2017,5.87906686802138,7.7
NOR,2018,6.69546303416924,7.7
NOR,2019,6.1522585458121,7.6
NOR,2020,5.35135775741965,7.5
NOR,2021,6.32535191211004,7.8
NOR,2022,6.02028911555586,8.4
NOR,2023,5.52141079375347,7.9
NPL,1990,42.5594940846862,12.764
NPL,1991,41.6613979381683,12.242
NPL,1992,41.6295825067754,11.639
NPL,1993,41.5977670753824,11.197
NPL,1994,41.5659516439895,10.639
NPL,1995,39.8015747823468,10.268
NPL,1996,41.5023207812037,9.824
NPL,1997,41.4705053498107,9.344
